voyageid,adpsale1,adpsale2,adult1,adult2,adult3,adult4,adult5,adult6,arrport,arrport2,boy1,boy2,boy3,boy4,boy5,boy6,captaina,captainb,captainc,child1,child2,child3,child4,child5,child6,constreg,crew,crew1,crew2,crew3,crew4,crew5,crewdied,datedepa,datedepb,datedepc,d1slatra,d1slatrb,d1slatrc,dlslatra,dlslatrb,dlslatrc,ddepam,ddepamb,ddepamc,datarr32,datarr33,datarr34,datarr36,datarr37,datarr38,datarr39,datarr40,datarr41,datarr43,datarr44,datarr45,embport,embport2,embreg,embreg2,fate,female1,female2,female3,female4,female5,female6,girl1,girl2,girl3,girl4,girl5,girl6,guns,infant1,infant3,infant4,jamcaspr,majbuypt,majselpt,male1,male2,male3,male4,male5,male6,men1,men2,men3,men4,men5,men6,national,ncar13,ncar15,ncar17,ndesert,npafttra,nppretra,npprior,ownera,ownerb,ownerc,ownerd,ownere,ownerf,ownerg,ownerh,owneri,ownerj,ownerk,ownerl,ownerm,ownern,ownero,ownerp,plac1tra,plac2tra,plac3tra,placcons,placreg,portdep,portret,regarr,regarr2,regdis1,regdis2,regdis3,regem1,regem2,regem3,regisreg,resistance,retrnreg,retrnreg1,rig,saild1,saild2,saild3,saild4,saild5,shipname,sla1port,slaarriv,sladafri,sladamer,sladvoy,slas32,slas36,slas39,slavema1,slavema3,slavemx1,slavemx3,slavmax1,slavmax3,slavmax7,slinten2,slintend,sourcea,sourceb,sourcec,sourced,sourcee,sourcef,sourceg,sourceh,sourcei,sourcej,sourcek,sourcel,sourcem,sourcen,sourceo,sourcep,sourceq,sourcer,tonnage,tontype,tslavesd,tslavesp,voyage,women1,women2,women3,women4,women5,women6,xmimpflag,yearaf,yearam,yeardep,yrcons,yrreg,natinimp,year5,year10,year25,year100,tonmod,fate2,fate3,fate4,ncartot,pctemb,mjbyptimp,slastot,pctdis,mjslptimp,ptdepimp,deptregimp,majbyimp,mjselimp,deptregimp1,majbyimp1,mjselimp1,slaximp,slamimp,vymrtimp,tslmtimp,vymrtrat,adlt1imp,chil1imp,male1imp,feml1imp,chilrat1,malrat1,menrat1,womrat1,boyrat1,girlrat1,adlt3imp,chil3imp,male3imp,feml3imp,chilrat3,malrat3,menrat3,womrat3,boyrat3,girlrat3,slavema7,slavemx7,men7,women7,boy7,girl7,adult7,child7,male7,female7,menrat7,womrat7,boyrat7,girlrat7,malrat7,chilrat7,adlt2imp,chil2imp,male2imp,feml2imp
32235, , , , , , , , , , , , , , , , ,"Moreau, Fr","Bigrel, J", , , , , , , , , , , , , , ,5,13,2,1755, , , , , , , ,10,1756, ,7,1756, , , , , , , ,5,1757, , , , ,1, , , , , , , , , , , , , , , , , , ,36403, , , , , , , , , , , , ,10, , , , , , , ,"Boudet, Pierre", , , , , , , , , , , , , , , , , , , , ,10712,10712, , ,36400, , , , , , , ,10700,10000, ,0,0,1,3,0,Aimable Jeanne,36403, , , , , , , , , , , , , , , , ,"mettas,II", , , , , , , , , , , , , , , , , ,150,4, , , , , , , , , ,132,1755,1756,1755, , ,10,52,26,11,1700,272.3,1,14,1, , , , , ,36403,10712,10700, ,36400,10000, ,30000,305,268, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
32254, , , , , , , , , , , , , , , , ,"Massé, Jacques", , , , , , , , , , ,35, , , , ,1,6,11,1768,1,3,1769,1,6,1769, , , ,1,10,1769, , , , , , ,22,2,1770, , , , ,1, , , , , , , , , , , , , , , , , ,60523,36403, , , , , , , , , , , , ,10,340,0,0, ,60668,1, ,"Nairac, J-B", , , , , , , , , , , , , , , ,60523, , , , ,10712,10712, , ,36400, , ,60500, , , , ,10700,10000, ,0,1,0,0,0,Suzanne Marguerite,36403,324, , , , , , , , , , , , , , , ,"mettas,II", , , , , , , , , , , , , , , , , ,150,4,340, ,120, , , , , , ,111,1769,1769,1768, , ,10,54,27,11,1700,272.3,1,14,1,340,1,60523, , ,36403,10712,10700,60500,36400,10000,60000,30000,340,324,16,340,.0470588235294118, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
32303, , , , , , , , , , , , , , , , ,"Blondeau, J", , , , , , , , , , , , , , , , ,21,8,1775, , , , ,7,1776, , , , , , , , , , , , , , , ,60917, ,60900, ,59, , , , , , , , , , , , , , , , , ,60507, , , , , , , , , , , , , ,10, , , , ,60668,1, ,"Ranson, Charles", , , , , , , , , , , , , , , ,60507, , , , ,10712, , , , , , ,60500, , , , , , , , , , , , ,Comte de Jarnac, , , , , , , , , , , , , , , , , ,"mettas,II", , , , , , , , , , , , , , , , , ,180,4, , , , , , , , , ,111,1776,1776,1775, , ,10,56,28,12,1700,180,5,14,2, , ,60507, , , ,10712,10700,60500, ,10000,60000, ,370,320, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
32828, , , , , , , , , , , , , , , , ,Berrenger, , , , , , , , , , , , , , , , ,16,7,1791, , , , , , , , , , ,3,1792, , , , , , ,13,9,1792,60917, ,60900, ,1, , , , , , , , , , , , , , , , , ,60499,34699, , , , , , , , , , , , ,10, , , , , , , ,"Dubuc, J-B","Collow, William","Collow, John",Carmichael*, , , , , , , , , , , , ,60499, , , , ,10713,10713, , ,34600, , ,60400, , , , ,10700,10000, , , , , , ,Trois Amis,34699,262, , , , , , , , , , , , , , , ,"mettas,II","LList, 20 Jan 1792","LList, 25 May 1792","Behrendt,63,68","T70/1564,pt2", , , , , , , , , , , , , ,522,4,260, , , , , , , , ,108,1791,1792,1791, , ,10,59,30,12,1700, ,1,14,1, , ,60499, , ,34699,10713,10700,60400,34600,10000,60000,30000,260,262, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
32860, , , ,0, , , , , , , ,2, , , , ,"Fouquet, J",Calvé, , ,0, , , , ,10300, ,72, , , , ,13,30,4,1723, , , ,13,1,1724, , , ,3,4,1724, , , , , , ,4,1,1725, , , , ,1, ,0, , , , , ,0, , , , ,18, , , ,25.04,60515,36199, ,38, , , , , ,0, , , , ,10, , , , , , , ,Compagnie des Indes, , , , , , , , , , , , , , , ,60515, , ,10399, ,10715,10715, , ,36100, , ,60500, , , , ,10700,10000,30, , , , , ,Néréide,36199,210, , , ,210,0,0, , , , , , , , , ,"mettas,II","LeTréhour,197,205,214", , , , , , , , , , , , , , , , ,180,4,274, ,80, ,24, , , , ,70,1724,1724,1723,1718, ,10,45,23,9,1700,281.3,1,14,1, , ,60515,210,1,36199,10715,10700,60500,36100,10000,60000,30000,274,210,64,274,.233576642335766, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,24,2,38,0
33111, , , , , , , , , , , , , , , , ,Pinson,Delavaud, , , , , , , , , , , , , , , ,29,12,1791,12,5,1792,17,9,1792, , , ,6,3,1793, , , , , , , , , , , , , ,68, , , , , , , , , , , , , , , , , ,60608,36301, , , , , , , , , , , , ,10,183,0,0, ,60668,2, ,Baudoin, , , , , , , , , , , , , , , ,60608, , , , ,10724, , , ,36300, , ,60600, , , , , , , , , , , , ,Mars,36301,24, , , , , , , , , , , , , , , ,"mettas,II", , , , , , , , , , , , , , , , , ,918,4,183, ,174, , , , , , ,114,1792,1793,1791, , ,10,59,30,12,1700, ,1,14,1,183,1,60608, , ,36301,10724,10700,60600,36300,10000,60000,30000,183,24,159,183,.868852459016393, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
33112, , , , , , , , , , , , , , , , ,Rouxel de Saint-Maurice, , , , , , , , , , , , , , , , ,23,7,1785, , , , , , , , , ,15,6,1787, , , , , , , , , , , , , ,49, , , , , , , , , , , , , , , , , ,60820,36403, , , , , , , , , , , , ,10, , , , , ,8, , , , , , , , , , , , , , , , , ,60820, , , , ,10725, , , ,36400, , ,60800, , , , , , , , , , , , ,Astrée,36403,250, , , , , , , , , , , , , , , ,"mettas,II", , , , , , , , , , , , , , , , , ,230,4, , , , , , , , , ,123,1785,1787,1785, , ,10,58,29,12,1700, ,1,14,1, , ,60820, , ,36403,10725,10700,60800,36400,10000,60000,30000,345,250, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
33116, , , , , , , , , , , , , , , , ,"Laudouine, de", , , , , , , , , , ,71, , , , ,3, ,8,1718, , , , ,3,1719, , , , ,6,1719, , , , , , , ,9,1719, , , , ,1, , , , , , , , , , , , , , , , , ,60515,21603, , , , , , , , , , , , ,10, , , , ,60668, ,1,Gaillard de La Motte,Compagnie d'Occident, , , , , , , , , , , , , , ,60515, , , , ,10726,10715, , ,21600, , ,60500, , , , ,10700,10000, ,0,2,1,0,0,Duc du Maine,21603,250, , , , , , , , , , , , , , , ,"mettas,II","Roman,annexe 1", , , , , , , , , , , , , , , , ,350,4,250, , , , , , , , ,111,1719,1719,1718, , ,10,44,22,9,1700,398.1,1,14,1, , ,60515, , ,21603,10726,10700,60500,21600,10000,60000,20000,250,250,0,250,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
33124, , , , , , , , , , , , , , , , ,"Le Dépencier, Laurent-Joseph", , , , , , , , , , ,50, , , , , ,9,8,1720, , , , , , , , , , ,4,1721, , , , , , , , , , , , , ,23, , , , , , , , , , , , , , , , , , ,50422, , , , , , , , , , , , ,10,250,0,0, , ,1,1,"Beauvais Le Fer, François",Magon de La Lande, , , , , , , , , , , , , , , , , , , ,10726,10203, , ,50400, , , , , , , ,10200,10000, , , , , , ,Saint Jean Baptiste,50422,233, , , , , , , , , , , , , , , ,"mettas,II","Roman, p.133", , , , , , , , , , , , , , , , ,180,4,250, , , , , , , , ,130,1720,1721,1720, , ,10,45,23,9,1700,281.3,5,6,3,250,1,60999, , ,50422,10726,10700,60900,50400,10000,60000,50000,250,233,17,250,.068, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
33289, , , , , , , , , , , , , , , , ,Dubois, , , , , , , , , , , , , , , , , , ,1776, , , , , , , , , ,2,12,1778, , , , , , , , , , , , , ,49, , , , , , , , , , , , , , , , , ,60799,36301, , , , , , , , , , , , ,10, , , , , ,8, , , , , , , , , , , , , , , , , ,60799, , , , ,10726, , , ,36300, , ,60700, , , , , , , , , , , , ,Moissonneur,36301,220, , , , , , , , , , , , , , , ,"mettas,II", , , , , , , , , , , , , , , , , , , , , , , , , , , , ,117,1776,1778,1776, , ,10,56,28,12,1700, ,1,14,1, , ,60799, , ,36301,10726,10700,60700,36300,10000,60000,30000,241,220, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
33330, , ,0, , ,0,0, , , ,19, , ,0,0, ,"Mary, Pierre", , ,0, , ,0,0, , , ,37, , , , , ,31,5,1731,1,9,1731,27,11,1731,12,7,1732,15,3,1732, , , , , , ,3,9,1732, , , , ,1, , , , , , ,5, , ,0,0, , ,0, ,0, ,60514,36199, , , , , , ,150, , ,0,0, ,10, , , , ,60671, ,0,"Billy, Guillaume","Billy, François","Buat de la Croix, Michel","Massue, Hubert de la", , , , , , , , , , , , ,60514, , , , ,10730,10730, , ,36100, , ,60500, , , , ,10700,10000, , , ,4, , ,Diligent,36199,247, , ,9, , , ,256, ,256, ,256, ,256, , ,"mettas,II","Harms,passim", , , , , , , , , , , , , , , , , , ,256, , ,82, , ,0,0, ,111,1731,1732,1731, , ,10,47,24,10,1700, ,1,14,1, , ,60514, , ,36199,10730,10700,60500,36100,10000,60000,30000,256,247,9,256,.03515625,232,24,169,87,.09375,.66015625,.5859375,.3203125,.07421875,.01953125, , , , , , , , , , ,256,256,150,82,19,5,232,24,169,87,.5859375,.3203125,.07421875,.01953125,.66015625,.09375, , , , 
33718, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10,1781, , , , , , , , , , , , , ,11, , , , , , , , , , , , , , , , , , ,35199, , , , , , , , , , , , ,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,35100, , , , , , , , , , , , , , , ,Philipina,35199, , , , , , , , , , , , , , , , ,"LList, 25 Jan 1782", , , , , , , , , , , , , , , , , , , , , , , , , , , , ,133,1781,1781,1781, , ,10,57,29,12,1700, ,1,3,3, , , , , ,35199, , , ,35100, , ,30000,333,291, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
33746, , , , , , , , , , , , , , , , ,"Marié, Le", , , , , , , , , , , , , , , , , , , , , , , , ,1686, , , , , ,1687, , , , , , , , , , , , , ,49, , , , , , , , , , , , , , , , , ,60118,36299, , , , , , , , , , , , ,10, , , , , , , ,Compagnie du Sénégal, , , , , , , , , , , , , , , ,60118, , , , , , , , ,36200, , ,60100, , , , , , , , , , , , , ,36299, , , , , , , , , , , , , , , , ,"Ly,200", , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1686,1687,1686, , ,10,38,19,8,1600, ,1,14,1, , ,60118, , ,36299, , ,60100,36200, ,60000,30000,309,250, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
33778,41207, , , , , , , ,41206, , , , , , , ,Vandrill, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10,1703, , , , , , , , , , , , , ,49, , , , , , , , , , , , , , , , , , ,41299, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10716, ,41200, ,41200,41200, , , , , , , , ,60, , , , , ,Golondrina,41215, , , , , , , , , , , , , , , , ,"AGI, Indiferente 2782", , , , , , , , , , , , , , , , , , , , , , , , , , , , ,94,1703,1703,1703, , , ,41,21,9,1700, ,1,14,1, , , , , ,41299,10716,10700, ,41200,10000, ,40000,455,320, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
33838, , , , , , , , ,36499, , , , , , , ,"Guiolle, Charles de (a) Guyole, Charles de", , , , , , , , , , , , , , , , ,22,1,1685, , , , , , , , , , , , , , , , , , , , , ,60109, ,60100, ,208, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Compagnie du Sénégal, , , , , , , , , , , , , , , , , , , , ,10713, ,36400, , , , , , , , , , , , , , , , , ,Conquis, , , , , , , , , , , , , , , , ,150,"ANSOM, C6 1", , , , , , , , , , , , , , , , , ,130, , , , , , , , , , ,3,1685,1685,1685, , , ,37,19,8,1600,130,6,15,1, , ,60109, , ,36499,10713,10700,60100,36400,10000,60000,30000,309,250, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
34057, , , , , , , , ,31399, , , , , , , ,Sée, , , , , , , , , , , , , , , , , , ,1818, , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , ,36199, , , , , , , , , , , , ,10, , , , , , , ,Manoury, , , , , , , , , , , , , , , , , , , , , , ,31300, ,36100, , , , , , , , , , , , , , , ,Eclair,36199, , , , , , , , , , , , , , , , ,Daget, , , , , , , , , , , , , , , , , , , ,325, , , , , , , , ,134,1818,1818,1818, , ,10,64,32,13,1800, ,1,14,1, , , , , ,36199, , , ,36100, , ,30000,325,291, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
34137, , , , , , , , , , , , , , , , ,"Daubin, Bruno", , , , , , , , , , ,8, , , , , ,11,3,1820,14,4,1820, , , , , , , , ,1820, , , , , , , , , ,60673, ,60600, ,183, , , , , , , , , , , , , , , , , ,60104,31312, , , , , , , , , , , , ,10, , , , , , , ,Ferrand, , , , , , , , , , , , , , , ,60104, , , , ,10713, , , ,31300, , ,60100, , , , , , , , , , , , ,Angélique,31312,20, , ,6, , , , , , , , , , , , ,Daget, , , , , , , , , , , , , , , , , ,26,4,26, , , , , , , , ,103,1820,1820,1820, , ,10,64,32,13,1800,26,1,8,3, , ,60104, , ,31312,10713,10700,60100,31300,10000,60000,30000,26,20,6,26,.230769230769231, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
34139, , , , , , , , , , , , , , , , ,Boulemère, , , , , , , , ,10700, , , , , , , , , ,1820, , , , , , , , , ,3,11,1820, , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,60605,36199, , , , , , , , , , , , ,10, , , , , , , ,"Segond, William", , , , , , , , , , , , , , , ,60605, , ,10720, ,36299, , , ,36100, , ,60600, , , , , , , , , , , , ,Atalante,36199,197, , , , , , , , , , , , , , , ,Daget, , , , , , , , , , , , , , , , , ,242,4,210, , , , , , , , ,115,1820,1820,1820,1815, ,10,64,32,13,1800,242,1,14,1, , ,60605, , ,36199,36299,36200,60600,36100,30000,60000,30000,210,197,13,210,.0619047619047619, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
34177, , , , , , , , , , , , , , , , ,"Destouches, Gicquel", , , , , , , , , , ,25, , , , , , , ,1820, , , , , , , , , , , , , , , , , , , , , , , , , ,208, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10, , , , , , , ,Plongeon, , , , , , , , , , , , , , , , , , , , ,36199, , , , , , , , , , , , , , , , , , , ,Léopold, , , , , , , , , , , , , , , , , ,Daget, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,134,1820,1820,1820, , ,10,64,32,13,1800, ,6,15,1, , , , , , ,36199,36100, , ,30000, , ,253,226, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
34300, , , , , , , , , , , , , , , , ,Gassies, , , , , , , , , , , , , , , , ,17,1,1822, , , , , , , , , , , , , , , , , , , , , , , , , ,172, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10, , , , , , , ,Gazagne (vve),Gazagne fils, , , , , , , , , , , , , , , , , , , ,10703, , , , , , , , , , , , , , , , , , , ,Courrier de Lyon, , , , , , , , , , , , , , , , , ,Daget,"Saugera, 362", , , , , , , , , , , , , , , , ,190,4, , , , , , , , , ,134,1822,1822,1822, , ,10,65,33,13,1800,190,1,8,3, , , , , , ,10703,10700, , ,10000, , ,253,226, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
34314, , , , , , , , ,31323, , , , , , , ,"Thibault, Jean Pierre","Crucy, Joseph", , , , , , , ,10700, ,23, , , , , ,5,6,1822, , , , , , , , , , , , , , , , , , , , , , , , , ,208, , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , ,10, , , , , , , ,"Massion, L",Massion (Fils)*, , , , , , , , , , , , , , , , , ,10726, ,10720, ,31300, , , , , , , , , , , ,1, , , , , ,Félicie, , , , , , , , , , , , , , , , , ,Daget, , , , , , , , , , , , , , , , , ,128,4, , , , , , , , , ,19,1822,1822,1822, , ,10,65,33,13,1800,128,6,15,1, , , , , ,31323,10720,10700, ,31300,10000, ,30000,255,230, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
34377, , , , , , , , ,31312, , , , , , , ,Chesnel, , , , , , , , , , ,25, , , , , , ,1,1823, ,2,1823, , , , , , , , , , , , , , , ,25,7,1823, , , , ,1, , , , , , , , , , , , , , , , , ,60299, , , , , , , , , , , , , ,10, , , , , , , ,Chardonneau, , , , , , , , , , , , , , , ,60299, , , , ,10720,10720,31300, , , , ,60200, , , , ,10700,10000, , , , , , ,Henriette Aimée, , , , , , , , , , , , , , , , , ,Daget, , , , , , , , , , , , , , , , , ,105,4, , , , , , , , , ,106,1823,1823,1823, , ,10,65,33,13,1800,105,1,14,1, , ,60299, , ,31312,10720,10700,60200,31300,10000,60000,30000,209,188, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
34499, , , , , , , , , , , , , , , , ,"Viaud, Louis-Aimé", , , , , , , , ,10700, ,19, , , , , ,12,11,1825, , , , , , , , , , , , , , , , , , ,4,6,1826, , , , ,1, , , , , , , , , , , , ,2, , , , ,60605, , , , , , , , , , , , , ,10, , , , , , , ,Salentin, , , , , , , , , , , , , , , ,60605, , ,10720, ,10720,10718, , , , , ,60600, , , , ,10700,10000,1, , , , , ,Elodie, , , , , , , , , , , , , , , , , ,Daget, , , , , , , , , , , , , , , , , ,123,4, , , , , , , , , ,19,1825,1825,1825,1825, ,10,65,33,13,1800,123,1,14,1, , ,60605, , , ,10720,10700,60600, ,10000,60000, ,255,230, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
34559, , , , , , , , , , , , , , , , ,Le Gonniat, , , , , , , , , , ,16, , , , , , , ,1826, , , , , , , , , , , , , , , , , , ,14,9,1827, , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10, , , , , , , ,Peyron, , , , , , , , , , , , , , , , , , , , ,10720, , , , , , , , , , , , , , , , , , , ,Deux Amis, , , , , , , , , , , , , , , , , ,Daget, , , , , , , , , , , , , , , , , ,116,4, , , , , , , , , ,135,1826,1826,1826, , ,10,66,33,14,1800,116,1,14,1, , , , , , ,10720,10700, , ,10000, , ,442,391, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
34569, , , , , , , , , , , , , , , , ,Gaspar, , , , , , , , , , ,20, , , , , , , ,1826, , , , , , , , , , , , , , , , , , , , , , , , , ,77, , , , , , , , , , , , , , , , , ,60799, , , , , , , , , , , , , ,10, , , , , , , ,Hoffman, , , , , , , , , , , , , , , ,60703,60711, , , ,36299, , , , , , ,60700,60700, , , , , , , , , , , ,Heureuse Etoile, , , , , , , , , , , , , , , , , ,Daget, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,118,1826,1826,1826, , ,10,66,33,14,1800, ,5,14,1, , ,60799, , , ,36299,36200,60700, ,30000,60000, ,416,382, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
34637, , , , , , , , , , , , , , , , ,Aregneaudeau, , , , , , , , ,10700, ,19, , , , , ,16,8,1829, , , , , , , , , ,20,11,1829, , , , , , ,14,12,1829,60126, ,60100, ,1, , , , , , , , , , , , ,4, , , , , ,36299, , , , , , , , , , , , ,10, , , , , , , ,Yvonneau, , , , , , , , , , , , , , , , , , ,10720, ,10720,37020, , ,36200, , , , , , , ,37000,30000,1, , , , , ,César (a) Guillaume (a) Gaspard,36299,340, , , , , , , , , , , , , , , ,Daget, , , , , , , , , , , , , , , , , ,178,4, , , , , , , , , ,20,1829,1829,1829,1824, ,10,66,33,14,1800,178,1,14,1, , ,60126, , ,36299,10720,10700,60100,36200,10000,60000,30000,375,340, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
34651, , , , , , , , , , , , , , , , ,Bardon, , , , , , , , , , , , , , , , ,2,8,1829, , , ,16,10,1829, , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , ,10, , , , , , , ,Chardonneau, , , , , , , , , , , , , , , , , , , , ,10720, , , , , , , , , , , , , ,1, , , , , ,Léonarde, , , , , , , , , , , , , , , , , ,"IUP,ST,12/B/156",Daget, , , , , , , , , , , , , , , , ,183,4, , , , , , , , , ,20,1829,1829,1829, , ,10,66,33,14,1800,183,2,1,2, , , , , , ,10720,10700, , ,10000, , ,491,444, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
34655, , , , , , , , , , , , , , , , ,"Martin, Jean", , , , , , , , , , ,34, , , , , , , ,1829, , , , , , , , , , , ,1830, , , , , , , , , ,60668, ,60600, ,174, , , , , , , , , , , , ,1, , , , , ,36299, , , , , , , , , , , , ,10, , , , , , , ,"Baury, Edme", , , , , , , , , , , , , , , , , , , , ,36299, , , ,36200, , , , , , , , , ,2, , , ,0,0,Pauline,36299,151, , , , , , , , , , , , , , , ,Daget, , , , , , , , , , , , , , , , , ,75,4, , , , , , , , , ,25,1829,1830,1829, , ,10,66,33,14,1800,75,1,8,3, , ,60668, , ,36299,36299,36200,60600,36200,30000,60000,30000,168,151, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
35033, , ,0, , ,0,0, , , ,0, , ,1,0, , , , ,0, , ,0,0, , , , , , , , , , , , , , , , , ,1784, , , , , , , , , , , , , , , , , , , ,3, , , , , , ,0, , ,0,0, , ,0, ,0, ,60402, , , , , , , ,0, , ,8,0, ,11,233,12,0, , , , , , , , , , , , , , , , , , , , ,60912,60402, , ,10999, , , , , , , ,60900,60400, ,10900, , , , , , , , , ,Prins Frederiks Haab, , , , , , , , , , , , , , , , , ,"Green-Pedersen,186-93", , , , , , , , , , , , , , , , , , , ,245, , ,0, , ,3,0, ,159,1784,1784,1784, , ,15,57,29,12,1700, ,4,1,2,245,1,60912, , , , , ,60900, , ,60000, ,245,207, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
35036, , ,0, ,0,0,0,0, , ,1, ,61,47,0,0, , , ,0, ,0,0,0,0, , , , , , , , , , , , , , , , ,1785, , , , , , , , , , , , , , , , , , , ,49, , , , , , ,2, ,41,24,0,0, ,0,0,0, ,60499, , , , , , , ,15, ,176,211,0,0,11,25,388,0, , , , , , , , , , , , , , , , , , , , ,60912,60499, , ,10999, , , , , , , ,60900,60400, ,10900, , , , , , , , , ,Grev Moltke, ,370, , , , , , ,413,370,413,370,413,370,370, , ,"Green-Pedersen,186-93","Hernæs,263-268", , , , , , , , , , , , , , , , , , ,413, , ,7, ,92,106,0,0,159,1785,1785,1785, , ,15,57,29,12,1700, ,1,14,1,413,1,60499, , , , , ,60400, , ,60000, ,413,370,43,413,.104116222760291,339,74,274,139,.179176755447942,.663438256658596,.547215496368039,.273607748184019,.116222760290557,.062953995157385,268,102,237,133,.275675675675676,.640540540540541,.475675675675676,.248648648648649,.164864864864865,.110810810810811,370,370,176,92,61,41,268,102,237,133,.475675675675676,.248648648648649,.164864864864865,.110810810810811,.640540540540541,.275675675675676, , , , 
35125, , , , ,0, , ,0, , , , ,27, , ,0,"Samsoe, P C", , , , ,3, , ,0, , , , , , , , , , , , , , ,29,7,1752, , , , ,10,1752, , , , , , , , , , , , , ,49, , , , , , , , ,9, , ,0, , ,0, , ,60499,37099, , , , , , , , ,164, , ,0,11,307,0,0, , , , ,Vestindisk-guineiske Kompagni, , , , , , , , , , , , , , , ,60414, , , ,10999, , , , ,37000, , ,60400, , ,10900, , , , , , , , , ,Princesse Sophia Magdalena,37099,284, , , , , , , ,284, ,281, ,281,281, , ,"Westergaard,326","Nørregård,111","Hernæs,256,258", , , , , , , , , , , , , , , , , ,307, , , , ,81, , ,0,159,1752,1752,1752, , ,15,51,26,11,1700, ,1,14,1,307,1,60414, , ,37099, , ,60400,37000, ,60000,30000,307,284,23,307,.0749185667752443, , , , , , , , , , ,245,39,191,90,.137323943661972,.679715302491103,.583629893238434,.288256227758007,.096085409252669,.0320284697508897,284,281,164,81,27,9,245,39,191,90,.583629893238434,.288256227758007,.096085409252669,.0320284697508897,.679715302491103,.137323943661972, , , , 
35193, , , , , , , , , , , , , , , , ,Hammer, , , , , , , , , , , , , , , , , , ,1791, , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11, , , , , , , , , , , , , , , , , , , , , , , , , , , ,10999, , , , , , , , , , ,10900, , , , , , , , , ,Juliana, , , , , , , , , , , , , , , , , ,"LList, 22 Feb 1791", , , , , , , , , , , , , , , , , , , , , , , , , , , , ,159,1791,1791,1791, , ,15,59,30,12,1700, ,2,1,2, , , , , , , , , , , , , ,290,245, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
